8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;16 06 05;0,01
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;16 03 04;0,20
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;16 03 06;0,23
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;17 01 07;17,42
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;03 01 05;1,62
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;15 01 03;102,64
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;16 02 13*;0,07
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;15 01 01;18,36
8097;Zamoœæ Dzieci Zamojszczyzny 4;R06;15 01 02;7,20
8006;Wroc³aw Legnicka 58;R03;17 01 01;21,78
8006;Wroc³aw Legnicka 58;R03;16 02 14;0,35
8006;Wroc³aw Legnicka 58;R03;16 03 04;1,94
8006;Wroc³aw Legnicka 58;R03;17 09 04;24,01
8006;Wroc³aw Legnicka 58;R03;03 01 05;1,20
8006;Wroc³aw Legnicka 58;R03;08 01 11*;0,19
8006;Wroc³aw Legnicka 58;R03;17 04 07;3,19
8006;Wroc³aw Legnicka 58;R03;15 01 06;5,20
8006;Wroc³aw Legnicka 58;R03;15 01 03;24,95
8006;Wroc³aw Legnicka 58;R03;15 01 01;33,75
8006;Wroc³aw Legnicka 58;R03;15 01 02;6,40
8009;Wroc³aw Krzywoustego 126;R03;15 01 10*;0,01
8009;Wroc³aw Krzywoustego 126;R03;16 03 03*;0,12
8009;Wroc³aw Krzywoustego 126;R03;16 02 14;0,13
8009;Wroc³aw Krzywoustego 126;R03;17 09 04;31,14
8009;Wroc³aw Krzywoustego 126;R03;17 04 07;2,45
8009;Wroc³aw Krzywoustego 126;R03;15 01 06;34,50
8009;Wroc³aw Krzywoustego 126;R03;13 02 08*;0,08
8009;Wroc³aw Krzywoustego 126;R03;15 01 03;16,82
8009;Wroc³aw Krzywoustego 126;R03;15 01 01;35,74
8009;Wroc³aw Krzywoustego 126;R03;15 01 02;5,93
8094;Wroc³aw Graniczna 2a;R03;15 01 10*;0,02
8094;Wroc³aw Graniczna 2a;R03;16 03 05*;0,28
8094;Wroc³aw Graniczna 2a;R03;16 02 14;0,09
8094;Wroc³aw Graniczna 2a;R03;17 09 04;66,98
8094;Wroc³aw Graniczna 2a;R03;15 01 11*;0,04
8094;Wroc³aw Graniczna 2a;R03;17 04 07;1,46
8094;Wroc³aw Graniczna 2a;R03;13 02 08*;0,02
8094;Wroc³aw Graniczna 2a;R03;15 01 03;55,12
8094;Wroc³aw Graniczna 2a;R03;15 01 01;24,82
8094;Wroc³aw Graniczna 2a;R03;15 01 02;9,12
8094;Wroc³aw Graniczna 2a;R03;15 02 03;0,04
8036;W³oc³awek. Kapitulna 41a;R01;17 04 05;2,84
8036;W³oc³awek. Kapitulna 41a;R01;15 01 10*;1,50
8036;W³oc³awek. Kapitulna 41a;R01;16 02 14;0,10
8036;W³oc³awek. Kapitulna 41a;R01;17 01 07;8,38
8036;W³oc³awek. Kapitulna 41a;R01;17 09 04;39,04
8036;W³oc³awek. Kapitulna 41a;R01;03 01 05;24,68
8036;W³oc³awek. Kapitulna 41a;R01;15 01 06;14,92
8036;W³oc³awek. Kapitulna 41a;R01;15 01 03;4,26
8036;W³oc³awek. Kapitulna 41a;R01;15 01 01;19,48
8036;W³oc³awek. Kapitulna 41a;R01;15 01 02;5,76
8036;W³oc³awek. Kapitulna 41a;R01;15 02 03;0,08
8002;Warszawa Popularna 71;R08;17 04 05;6,60
8002;Warszawa Popularna 71;R08;15 01 10*;0,52
8002;Warszawa Popularna 71;R08;16 02 14;0,17
8002;Warszawa Popularna 71;R08;17 09 04;142,62
8002;Warszawa Popularna 71;R08;15 01 07;0,69
8002;Warszawa Popularna 71;R08;15 01 05;14,48
8002;Warszawa Popularna 71;R08;15 01 06;72,64
8002;Warszawa Popularna 71;R08;15 01 03;8,56
8002;Warszawa Popularna 71;R08;15 01 01;66,53
8002;Warszawa Popularna 71;R08;15 01 02;9,00
8002;Warszawa Popularna 71;R08;15 02 03;0,15
8034;Warszawa Krakowska 75;R08;17 04 05;6,82
8034;Warszawa Krakowska 75;R08;17 02 03;0,21
8034;Warszawa Krakowska 75;R08;17 02 01;70,95
8034;Warszawa Krakowska 75;R08;16 03 05*;0,09
8034;Warszawa Krakowska 75;R08;16 02 14;0,23
8034;Warszawa Krakowska 75;R08;16 03 04;0,07
8034;Warszawa Krakowska 75;R08;17 01 07;139,09
8034;Warszawa Krakowska 75;R08;17 09 04;2,15
8034;Warszawa Krakowska 75;R08;15 01 06;13,77
8034;Warszawa Krakowska 75;R08;15 01 01;40,18
8034;Warszawa Krakowska 75;R08;15 01 02;5,58
8061;Warszawa Grochowska 21;R08;17 02 01;38,43
8061;Warszawa Grochowska 21;R08;16 02 14;0,12
8061;Warszawa Grochowska 21;R08;17 01 07;74,54
8061;Warszawa Grochowska 21;R08;17 09 04;22,52
8061;Warszawa Grochowska 21;R08;15 01 11*;0,22
8061;Warszawa Grochowska 21;R08;17 04 07;2,70
8061;Warszawa Grochowska 21;R08;15 01 03;4,22
8061;Warszawa Grochowska 21;R08;15 01 01;26,86
8061;Warszawa Grochowska 21;R08;15 01 02;0,70
8061;Warszawa Grochowska 21;R08;15 02 03;0,32
8106;Warszawa Górczewska 124;R08;17 02 03;0,98
8106;Warszawa Górczewska 124;R08;15 01 10*;0,62
8106;Warszawa Górczewska 124;R08;17 02 01;1,80
8106;Warszawa Górczewska 124;R08;16 02 14;0,31
